memorySpeedId,motherboardId,memorySpeed,createdAt,updatedAt
1730,117,DDR4-3000,11/25/2024 21:07,11/25/2024 21:07
1731,117,DDR4-3333,11/25/2024 21:07,11/25/2024 21:07
1732,117,DDR4-3400,11/25/2024 21:07,11/25/2024 21:07
1733,117,DDR4-3466,11/25/2024 21:07,11/25/2024 21:07
1734,117,DDR4-3600,11/25/2024 21:07,11/25/2024 21:07
1735,117,DDR4-3733,11/25/2024 21:07,11/25/2024 21:07
1736,117,DDR4-4000,11/25/2024 21:07,11/25/2024 21:07
1737,117,DDR4-4266,11/25/2024 21:07,11/25/2024 21:07
1738,117,DDR4-4400,11/25/2024 21:07,11/25/2024 21:07
1739,117,DDR4-4600,11/25/2024 21:07,11/25/2024 21:07
1740,117,DDR4-4800,11/25/2024 21:07,11/25/2024 21:07
1741,117,DDR4-5000,11/25/2024 21:07,11/25/2024 21:07
1742,117,DDR4-5066,11/25/2024 21:07,11/25/2024 21:07
1743,118,DDR4-2133,11/25/2024 21:07,11/25/2024 21:07
1744,118,DDR4-2400,11/25/2024 21:07,11/25/2024 21:07
1745,118,DDR4-2666,11/25/2024 21:07,11/25/2024 21:07
1746,118,DDR4-2800,11/25/2024 21:07,11/25/2024 21:07
1747,118,DDR4-2933,11/25/2024 21:07,11/25/2024 21:07
1748,118,DDR4-3000,11/25/2024 21:07,11/25/2024 21:07
1749,118,DDR4-3200,11/25/2024 21:07,11/25/2024 21:07
1750,118,DDR4-3333,11/25/2024 21:07,11/25/2024 21:07
1751,118,DDR4-3400,11/25/2024 21:07,11/25/2024 21:07
1752,118,DDR4-3466,11/25/2024 21:07,11/25/2024 21:07
1753,118,DDR4-3600,11/25/2024 21:07,11/25/2024 21:07
1754,118,DDR4-3733,11/25/2024 21:07,11/25/2024 21:07
1755,118,DDR4-3866,11/25/2024 21:07,11/25/2024 21:07
1756,118,DDR4-4000,11/25/2024 21:07,11/25/2024 21:07
1757,118,DDR4-4133,11/25/2024 21:07,11/25/2024 21:07
1758,118,DDR4-4266,11/25/2024 21:07,11/25/2024 21:07
1759,118,DDR4-4400,11/25/2024 21:07,11/25/2024 21:07
1760,118,DDR4-4500,11/25/2024 21:07,11/25/2024 21:07
1761,118,DDR4-4600,11/25/2024 21:07,11/25/2024 21:07
1762,118,DDR4-4700,11/25/2024 21:07,11/25/2024 21:07
1763,118,DDR4-4800,11/25/2024 21:07,11/25/2024 21:07
1764,118,DDR4-5000,11/25/2024 21:07,11/25/2024 21:07
1765,118,DDR4-5066,11/25/2024 21:07,11/25/2024 21:07
1766,118,DDR4-5133,11/25/2024 21:07,11/25/2024 21:07
1767,118,DDR4-5333,11/25/2024 21:07,11/25/2024 21:07
1768,119,DDR4-2133,11/25/2024 21:07,11/25/2024 21:07
1769,119,DDR4-2400,11/25/2024 21:07,11/25/2024 21:07
1770,119,DDR4-2666,11/25/2024 21:07,11/25/2024 21:07
1771,119,DDR4-2800,11/25/2024 21:07,11/25/2024 21:07
1772,119,DDR4-2933,11/25/2024 21:07,11/25/2024 21:07
1773,119,DDR4-3000,11/25/2024 21:07,11/25/2024 21:07
1774,119,DDR4-3200,11/25/2024 21:07,11/25/2024 21:07
1775,119,DDR4-3333,11/25/2024 21:07,11/25/2024 21:07
1776,119,DDR4-3400,11/25/2024 21:07,11/25/2024 21:07
1777,119,DDR4-3466,11/25/2024 21:07,11/25/2024 21:07
1778,119,DDR4-3600,11/25/2024 21:07,11/25/2024 21:07
1779,119,DDR4-3733,11/25/2024 21:07,11/25/2024 21:07
1780,119,DDR4-4000,11/25/2024 21:07,11/25/2024 21:07
1781,119,DDR4-4266,11/25/2024 21:07,11/25/2024 21:07
1782,119,DDR4-4400,11/25/2024 21:07,11/25/2024 21:07
1783,119,DDR4-4600,11/25/2024 21:07,11/25/2024 21:07
1784,119,DDR4-4800,11/25/2024 21:07,11/25/2024 21:07
1785,119,DDR4-5000,11/25/2024 21:07,11/25/2024 21:07
1786,119,DDR4-5066,11/25/2024 21:07,11/25/2024 21:07
1787,120,DDR4-2133,11/25/2024 21:07,11/25/2024 21:07
1788,120,DDR4-2400,11/25/2024 21:07,11/25/2024 21:07
1789,120,DDR4-2666,11/25/2024 21:07,11/25/2024 21:07
1790,120,DDR4-2800,11/25/2024 21:07,11/25/2024 21:07
1791,120,DDR4-2933,11/25/2024 21:07,11/25/2024 21:07
1792,120,DDR4-3000,11/25/2024 21:07,11/25/2024 21:07
1793,120,DDR4-3200,11/25/2024 21:07,11/25/2024 21:07
1794,120,DDR4-3333,11/25/2024 21:07,11/25/2024 21:07
1795,120,DDR4-3400,11/25/2024 21:07,11/25/2024 21:07
1796,120,DDR4-3466,11/25/2024 21:07,11/25/2024 21:07
1797,120,DDR4-3600,11/25/2024 21:07,11/25/2024 21:07
1798,120,DDR4-3733,11/25/2024 21:07,11/25/2024 21:07
1799,120,DDR4-4000,11/25/2024 21:07,11/25/2024 21:07
1800,120,DDR4-4266,11/25/2024 21:07,11/25/2024 21:07
1801,120,DDR4-4400,11/25/2024 21:07,11/25/2024 21:07
1802,120,DDR4-4600,11/25/2024 21:07,11/25/2024 21:07
1803,120,DDR4-4800,11/25/2024 21:07,11/25/2024 21:07
1804,120,DDR4-5000,11/25/2024 21:07,11/25/2024 21:07
1805,120,DDR4-5066,11/25/2024 21:07,11/25/2024 21:07
1806,120,DDR4-5333,11/25/2024 21:07,11/25/2024 21:07
1807,121,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1808,121,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1809,121,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1810,121,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1811,121,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1812,121,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1813,121,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1814,121,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1815,122,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1816,122,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1817,122,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1818,122,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1819,122,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1820,122,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1821,122,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1822,122,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1823,122,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1824,123,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1825,123,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1826,123,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1827,123,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1828,123,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1829,123,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1830,123,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1831,123,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1832,123,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1833,124,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1834,124,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1835,124,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1836,124,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1837,124,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1838,124,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1839,124,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1840,124,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1841,124,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1842,125,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1843,125,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1844,125,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1845,125,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1846,125,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1847,125,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1848,125,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1849,125,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1850,125,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1851,126,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1852,126,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1853,126,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1854,126,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1855,126,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1856,126,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1857,126,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1858,126,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1859,126,DDR5-6600,11/25/2024 21:07,11/25/2024 21:07
1860,126,DDR5-6800,11/25/2024 21:07,11/25/2024 21:07
1861,126,DDR5-7000,11/25/2024 21:07,11/25/2024 21:07
1862,126,DDR5-7200,11/25/2024 21:07,11/25/2024 21:07
1863,126,DDR5-7400,11/25/2024 21:07,11/25/2024 21:07
1864,126,DDR5-7600,11/25/2024 21:07,11/25/2024 21:07
1865,126,DDR5-7800,11/25/2024 21:07,11/25/2024 21:07
1866,126,DDR5-8000,11/25/2024 21:07,11/25/2024 21:07
1867,126,DDR5-8200,11/25/2024 21:07,11/25/2024 21:07
1868,126,DDR5-8400,11/25/2024 21:07,11/25/2024 21:07
1869,126,DDR5-8600,11/25/2024 21:07,11/25/2024 21:07
1870,127,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1871,127,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1872,127,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1873,127,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1874,127,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1875,127,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1876,127,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1877,127,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1878,127,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1879,127,DDR5-6600,11/25/2024 21:07,11/25/2024 21:07
1880,127,DDR5-6800,11/25/2024 21:07,11/25/2024 21:07
1881,127,DDR5-7000,11/25/2024 21:07,11/25/2024 21:07
1882,127,DDR5-7200,11/25/2024 21:07,11/25/2024 21:07
1883,127,DDR5-7600,11/25/2024 21:07,11/25/2024 21:07
1884,127,DDR5-7800,11/25/2024 21:07,11/25/2024 21:07
1885,127,DDR5-8000,11/25/2024 21:07,11/25/2024 21:07
1886,128,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1887,128,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1888,128,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1889,128,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1890,128,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1891,128,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1892,128,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1893,128,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1894,128,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1895,129,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1896,129,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1897,129,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1898,129,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1899,129,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1900,129,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1901,129,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1902,129,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1903,129,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1904,129,DDR5-6600,11/25/2024 21:07,11/25/2024 21:07
1905,129,DDR5-6800,11/25/2024 21:07,11/25/2024 21:07
1906,129,DDR5-7000,11/25/2024 21:07,11/25/2024 21:07
1907,129,DDR5-7200,11/25/2024 21:07,11/25/2024 21:07
1908,129,DDR5-7400,11/25/2024 21:07,11/25/2024 21:07
1909,129,DDR5-7600,11/25/2024 21:07,11/25/2024 21:07
1910,129,DDR5-7800,11/25/2024 21:07,11/25/2024 21:07
1911,129,DDR5-8000,11/25/2024 21:07,11/25/2024 21:07
1912,130,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1913,130,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1914,130,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1915,130,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1916,130,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1917,130,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1918,130,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1919,130,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1920,130,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1921,130,DDR5-6600,11/25/2024 21:07,11/25/2024 21:07
1922,130,DDR5-6800,11/25/2024 21:07,11/25/2024 21:07
1923,130,DDR5-7000,11/25/2024 21:07,11/25/2024 21:07
1924,130,DDR5-7200,11/25/2024 21:07,11/25/2024 21:07
1925,130,DDR5-7400,11/25/2024 21:07,11/25/2024 21:07
1926,130,DDR5-7600,11/25/2024 21:07,11/25/2024 21:07
1927,130,DDR5-7800,11/25/2024 21:07,11/25/2024 21:07
1928,130,DDR5-8000,11/25/2024 21:07,11/25/2024 21:07
1929,131,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1930,131,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1931,131,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1932,131,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1933,131,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1934,131,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1935,131,DDR5-6600,11/25/2024 21:07,11/25/2024 21:07
1936,131,DDR5-7800,11/25/2024 21:07,11/25/2024 21:07
1937,131,DDR5-8000,11/25/2024 21:07,11/25/2024 21:07
1938,132,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1939,132,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1940,132,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1941,132,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1942,132,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1943,132,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1944,132,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1945,132,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1946,132,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1947,133,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1948,133,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1949,133,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1950,133,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1951,133,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1952,133,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1953,133,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1954,133,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1955,133,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1956,134,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1957,134,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1958,134,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1959,134,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1960,134,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1961,134,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1962,134,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1963,134,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1964,134,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1965,135,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1966,135,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1967,135,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1968,135,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1969,135,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1970,135,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1971,135,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1972,135,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1973,135,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1974,136,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1975,136,DDR5-8000,11/25/2024 21:07,11/25/2024 21:07
1976,137,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1977,137,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1978,137,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1979,137,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1980,137,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1981,137,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1982,137,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1983,137,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1984,137,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1985,138,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1986,138,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1987,138,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1988,138,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1989,138,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1990,138,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
1991,138,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
1992,138,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
1993,138,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
1994,139,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
1995,139,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
1996,139,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
1997,139,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
1998,139,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
1999,139,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2000,139,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2001,139,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2002,139,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2003,140,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2004,140,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2005,140,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2006,140,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2007,140,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2008,140,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2009,140,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2010,140,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2011,140,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2012,141,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2013,141,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2014,141,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2015,141,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2016,141,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2017,141,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2018,141,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2019,141,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2020,141,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2021,141,DDR5-6600,11/25/2024 21:07,11/25/2024 21:07
2022,141,DDR5-6800,11/25/2024 21:07,11/25/2024 21:07
2023,141,DDR5-7000,11/25/2024 21:07,11/25/2024 21:07
2024,141,DDR5-7200,11/25/2024 21:07,11/25/2024 21:07
2025,141,DDR5-7400,11/25/2024 21:07,11/25/2024 21:07
2026,141,DDR5-7600,11/25/2024 21:07,11/25/2024 21:07
2027,141,DDR5-7800,11/25/2024 21:07,11/25/2024 21:07
2028,141,DDR5-8000,11/25/2024 21:07,11/25/2024 21:07
2029,142,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2030,142,DDR5-8000,11/25/2024 21:07,11/25/2024 21:07
2031,143,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2032,143,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2033,143,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2034,143,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2035,143,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2036,143,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2037,143,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2038,143,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2039,143,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2040,144,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2041,144,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2042,144,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2043,144,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2044,144,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2045,144,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2046,144,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2047,144,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2048,144,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2049,145,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2050,145,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2051,145,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2052,145,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2053,145,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2054,145,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2055,145,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2056,145,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2057,145,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2058,145,DDR5-6600,11/25/2024 21:07,11/25/2024 21:07
2059,145,DDR5-6800,11/25/2024 21:07,11/25/2024 21:07
2060,145,DDR5-7000,11/25/2024 21:07,11/25/2024 21:07
2061,145,DDR5-7200,11/25/2024 21:07,11/25/2024 21:07
2062,145,DDR5-7600,11/25/2024 21:07,11/25/2024 21:07
2063,146,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2064,146,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2065,146,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2066,146,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2067,146,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2068,146,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2069,146,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2070,146,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2071,146,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2072,147,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2073,147,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2074,147,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2075,147,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2076,147,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2077,147,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2078,147,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2079,147,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2080,147,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2081,148,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2082,148,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2083,148,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2084,148,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2085,148,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2086,148,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2087,148,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2088,148,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2089,148,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2090,149,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2091,149,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2092,149,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2093,149,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2094,149,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2095,149,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2096,149,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2097,149,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2098,149,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2099,150,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2100,150,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2101,150,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2102,150,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2103,150,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2104,150,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2105,150,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2106,150,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2107,150,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2108,151,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2109,151,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2110,151,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2111,151,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2112,151,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2113,151,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2114,151,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2115,151,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2116,151,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2117,152,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2118,152,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2119,152,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
2120,152,DDR5-5400,11/25/2024 21:07,11/25/2024 21:07
2121,152,DDR5-5600,11/25/2024 21:07,11/25/2024 21:07
2122,152,DDR5-5800,11/25/2024 21:07,11/25/2024 21:07
2123,152,DDR5-6000,11/25/2024 21:07,11/25/2024 21:07
2124,152,DDR5-6200,11/25/2024 21:07,11/25/2024 21:07
2125,152,DDR5-6400,11/25/2024 21:07,11/25/2024 21:07
2126,153,DDR5-4800,11/25/2024 21:07,11/25/2024 21:07
2127,153,DDR5-5000,11/25/2024 21:07,11/25/2024 21:07
2128,153,DDR5-5200,11/25/2024 21:07,11/25/2024 21:07
